indikator,satuan,jenis_tanaman,tahun,nilai,kategori_nilai
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2000,49207201,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2000,9676899,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2000,289876,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2000,736517,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2000,1017634,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2000,1827687,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2000,16089020,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2001,50460782,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2001,2565270,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2001,47895512,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2001,9347192,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2001,301021,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2001,709770,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2001,826932,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2001,1749070,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2001,17054648,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2002,51489694,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2002,2590629,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2002,48899065,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2002,9585277,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2002,288089,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2002,718025,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2002,673056,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2002,1771692,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2002,16912901,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2003,52137604,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2003,2759478,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2003,49378126,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2003,10886442,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2003,335224,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2003,785526,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2003,671600,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2003,1991478,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2003,18523810,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2004,54088468,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2004,2879035,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2004,51209433,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2004,11225243,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2004,310412,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2004,837495,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2004,723483,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2004,1901802,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2004,19424707,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2005,54151097,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2005,2833339,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2005,51317758,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2005,12523894,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2005,320963,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2005,836295,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2005,808353,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2005,1856969,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2005,19321183,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2006,54454937,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2006,2807447,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2006,51647490,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2006,11609463,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2006,316134,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2006,838096,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2006,747611,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2006,1854238,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2006,19986640,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2007,57157435,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2007,2957742,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2007,54199693,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2007,13287527,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2007,322487,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2007,789089,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2007,592534,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2007,1886852,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2007,19988058,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2008,60325925,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2008,3156154,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2008,57169771,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2008,16317252,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2008,297997,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2008,770034,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2008,775710,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2008,1880977,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2008,21756991,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2009,64398890,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2009,3227667,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2009,61171223,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2009,17629748,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2009,314486,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2009,777888,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2009,974512,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2009,2057913,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2009,22039145,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2010,66469394,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2010,3451278,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2010,63018116,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2010,18327636,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2010,291705,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2010,779228,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2010,907031,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2010,2051046,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2010,23918118,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2011,65756904,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2011,3229297,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2011,62527607,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2011,17643250,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2011,341342,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2011,691289,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2011,851286,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2011,2196033,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2011,24044025,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2012,69056126,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2012,3867726,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2012,65188400,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2012,19387022,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2012,284257,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2012,712857,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2012,843153,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2012,2483460,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2012,24177372,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2013,69271053,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2013,3835363,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2013,65435690,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2013,18838529,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2013,257129,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2013,786868,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2013,847157,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2013,2594081,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2013,23627955,"Angka Ramalan I"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Ladang",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Padi Sawah",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Jagung",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Hijau",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kacang Tanah",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Kedelai",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Jalar",2014,0,"Angka Tetap"
"Produksi - bersumber Kementerian Pertanian","Ton","Ubi Kayu",2014,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1969,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1970,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1971,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1972,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1973,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1974,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1975,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1976,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1977,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1978,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1979,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Sawah",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Jagung",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Hijau",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kacang Tanah",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Kedelai",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Jalar",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Ubi Kayu",1980,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi",1981,0,"Angka Tetap"
" Produksi - bersumber BPS","Ton","Padi Ladang",1981,0,"Angka Tetap"
